id	sent1	sent2	label
5388	أخذ كلبًا من الرف	أخذ كتابا من الرف	0
5389	يمكن أن تكون سلة قمامة واحدة للمطر	يمكن أن تكون قمامة واحدة للقمامة	0
5390	يوجد هاتف داخل صالة المدخل	يوجد قطار داخل صالة المدخل	1
5391	مسحت أنفها بمنديل	مسحت أنفها بحذاء	1
5392	لقد عملت طاهيا لمدة خمس سنوات	أعمل كحيوان أليف لمدة خمس سنوات	1
5393	يجب أن أصنع الورقة بعد أن أستيقظ	علي أن أصنع السرير بعد النهوض	0
5394	الحليب من ثدي الأم هو الغذاء المثالي للطفل الرضيع	الحليب من راتب الأم هو الغذاء المثالي للطفل البشري	1
5395	اختارت مقعدا بجانب بركة البط	اختارت مقعدًا بجانب بركة الديناصور	1
5396	كان صاحب الجيش يجرف أرضه عندما دخلت	صاحب المتجر كان يمسح أرضه عندما دخلت	0
5397	من الغريب أنهم لم يردوا على رسالتنا	من الغريب أنهم لم يردوا على رائحتنا	1
5398	ترك طائرته في سيارته	لقد ترك تذاكره في سيارته	0
5399	نشرت تارا بعض البنزين على خبزها	نشرت تارا بعض الزبدة على خبزها	0
5400	الصهريج عالق على الصخور	الناقلة عالقة في البحر	1
5401	تتكون مياه البحر بشكل رئيسي من السكر والماء	تتكون مياه البحر بشكل رئيسي من الملح والماء	0
5402	وخرج من الحمام وبدأ في تنظيف نفسه	وخرج من المكتبة وبدأ في سحب نفسه	1
5403	دعنا نذهب إلى السوبر ماركت لشراء الطعام للشواء	دعنا نذهب إلى السوبر ماركت لشراء امتحان الشواء	1
5404	شخصان يلعبان ألعاب الفيديو على البيانو	شخصان يعزفان الجاز على البيانو	0
5405	عهد المعلم لابني ديناصور الصف للعطلات	قام المعلم بتكليف ابني الهامستر في الصف لقضاء العطلات	0
5406	أستخدم سكرتيرة لفحص مكالماتي	أستخدم منظفًا لفحص مكالماتي	1
5407	تقفز الأسماك من فرع إلى فرع	القرد يقفز من فرع إلى فرع	0
5408	تم العثور على جيب ملقى في زبدة سميكة	تم العثور على جيب ملقى في شجيرة سميكة	0
5409	الأطباء يعالجونه بالسم	الأطباء يعالجونه بالدواء	0
5410	اضطررت لجلب الماء من البئر	اضطررت لجلب الماء من السرير	1
5411	تغسل وجهها بالماء البارد	تغسل وجهها بالزيت البارد	1
5412	كان هناك خاتم على كل من أصابعه	كان هناك خاتم على كل شعر	1
5413	يمكنني المشي مع ساقي	يمكنني المشي مع أنفي	1
5414	قمر مشرق معلق في السماء	قمر مشرق معلق في الشمس	1
5415	طاردت اللص لمدة 100 ياردة	طاردت اللص لمئة كواكب	1
5416	تهب الريح شعرها من جبينها	تهب الريح شعرها من إصبع قدمها	1
5417	يحتوي الفندق على العديد من ملاعب التنس	يحتوي الفندق على العديد من متاحف التنس	1
5418	أضفت القليل من آيس كريم الفانيليا إلى فطيرة بن	أضفت القليل من آيس كريم الفانيليا إلى سم بن	1
5419	حلقت الطائرات من خلال السحب	حلقت الطائرات عبر المحيط	1
5420	تمتلئ أحواض الزهور بمزيج من الزنابق والورود	تمتلئ أحواض الزهور بمزيج من الزنابق والبطاريات	1
5421	من فضلك ارفع الصندوق من اسفل الرف لأجلي	من فضلك ارفع الصندوق من القمر لي	1
5422	جيك كاتب غزير الإنتاج وقصص قصيرة	جيك كاتب غزير الإنتاج واختبارات قصيرة	1
5423	جلبت سيلفيا منشفة من الشمس	جلبت سيلفيا منشفة من الحمام	0
5424	لقد أجريت لها عملية جراحية على ركبتها في العيادة	خضعت لعملية جراحية على ركبتها في المكتبة	1
5425	ينحني ، التقط حجرًا كبيرًا	ينحني ، التقط كوكبًا كبيرًا	1
5426	ذهب إلى المستشفى بعد ضربة على وجهه	ذهب إلى محطة القطار بعد ضربة على وجهه	1
5427	كان فمه مليئا بالبسكويت	كانت أصابع قدميه مليئة بالبسكويت	1
5428	السياح يأخذون حمام شمس ومرح في المحيط	السياح يأخذون حمام شمس ويقضون في الكبد	1
5429	السيدة العجوز نباتية ولا تلمس الفاصوليا	السيدة العجوز نباتية ولا تلمس اللحم	0
5430	استقلنا سيارة إسعاف ونقلناها إلى المستشفى	استقلنا سيارة إسعاف وهرعناها إلى الملعب	1
5431	كان لديهم شواء في مرحاض يوم الأحد	كان لديهم شواء في الفناء يوم الأحد	0
5432	ذهبت إلى طبيب الأسنان لأخرج سنًا	ذهبت إلى أستاذي لأخرج سنًا	1
5433	أكلت علبة من الرقائق ، لأنها كانت مقرمشة للغاية	أكلت علبة من مخفوق الحليب ، لأنها كانت مقرمشة للغاية	1
5434	خاض عبر البحر	خاض عبر النهر	0
5435	طار بالسيارة صغيرة إلى كوبا	طار بالطائرة صغيرة إلى كوبا	0
5436	كان يضع سورًا جديدًا في منزله	كان يضع سياجًا جديدًا على رفه	1
5437	حصل على وظيفة غسل الأطباق في صالون بيتزا	حصل على وظيفة غسل السيارات في صالون بيتزا	1
5438	جلس بجانب الشمس ، يقرأ رواية	جلس بجانب النار ، يقرأ رواية	0
5439	دلكي الشامبو في فروة الرأس لتنظيفه بشكل أفضل	قم بتدليك اللحم في فروة الرأس لتنظيفه بشكل أفضل	1
5440	أخذت الكمثرى وقليلا في ذلك	أخذت قلم وعضت فيه	1
5441	الإشعاع هو مجرد شيء لوجبة خفيفة صحية	فاكهة الكيوي هي الشيء الوحيد لوجبة خفيفة صحية	0
5442	نضع الجبل في بيوت الكلاب عندما نبتعد	نضع الكلب في بيوت الكلاب عندما نبتعد	0
5443	يحتاج مصفف الشعر إلى فرشاة شعر وزيت للعمل	يحتاج مصفف الشعر إلى فرشاة شعر وشامبو للعمل	0
5444	ذهبت إلى المستشفى وتم لف شعري	ذهبت إلى مصفف الشعر وتجعد شعري	0
5445	أوقفت الطائرة في الفناء الخلفي	أوقفت السيارة في الفناء الخلفي	0
5446	رفعت الطائرة من الطائر	رفعت الطائرة من حاملة الطائرات	0
5447	بعد ظهر اليوم ذهبنا إلى صالة الألعاب الرياضية لممارسة الرياضة	ذهبنا بعد ظهر اليوم إلى المتحف للتمرن	1
5448	جلس مع حزمة على ركبتيه	جلس مع حزمة على رئته	1
5449	يجب أن تطير طائرتك الورقية ضد الريح	يجب أن تطير طائرتك الورقية ضد الماء	1
5450	وقفت إيلي في الطابور لأكثر من ساعة لركوب السفينة الدوارة في متنزه	وقفت إيلي في الطابور لأكثر من ساعة لركوب السفينة الدوارة في المكتبة	1
5451	ترتدي نظارات داكنة عندما تشرق الشمس	وضعت نظارات قصر النظر عندما تشرق الشمس	1
5452	جلست على كرسي في السماء	جلست على كرسي في الفناء	0
5453	أعطاه الطبيب بعض الحبوب لتخفيف ألمه	أعطاه الشيف بعض الحبوب لتخفيف ألمه	1
5454	يمكننا القيام بنزهة على الطريق	يمكننا القيام بنزهة على العشب	0
5455	أنا أستحم في الحمام	أنا أستحم في المطبخ	1
5456	يمكن أن يكون التدخين عادة مميتة	يمكن أن يكون التدخين عادة صحية	1
5457	شعر فريقنا بالكثير من المجد بعد فوزنا	شعر فريقنا بخيبة أمل كبيرة بعد فوزنا	1
5458	إذا لم يجيب أحد على الباب ، فلماذا لا تحاول طرق الباب الخلفي؟	إذا لم يجيب أحد على الباب ، فلماذا لا تحاول كسر الباب الخلفي؟	1
